KOI,radius_rearth,radius_rearth_uperr,radius_rearth_lowerr,mass_mearth,mass_mearth_uperr,mass_mearth_lowerr
4324.01,1.35,0.26,-0.46,2.2461742460193737,2.4933170685589916,-1.4162106206628757
4325.01,1.12,0.37,-0.12,1.4834854232279506,1.582453955824252,-0.9353360789783822
4326.01,17.07,5.56,-1.48,2175.812426955247,48210.35336081311,-1993.3635723974398
4327.01,1.19,0.2,-0.13,1.6976911710977334,1.4325051131632127,-0.7380362048919105
4328.01,2.11,0.75,-0.3,5.257409090923838,4.743051897697976,-2.5502391729332756
4329.01,1.02,0.17,-0.1,1.0645232596928067,0.9188086322993254,-0.5163739154432383
4330.01,0.95,0.41,-0.09,nan,nan,nan
4331.01,1.45,0.43,-0.47,nan,nan,nan
4332.01,0.98,0.09,-0.1,0.9017602574665806,0.7100551960400099,-0.3536109132170122
4333.01,2.18,1.04,-0.23,5.594944667061562,6.210547138428603,-2.8877747490709997
4334.01,1.1,0.08,-0.11,1.365372813706438,1.0250100539217648,-0.5002553578142498
4335.01,1.0,0.32,-0.14,0.9797677116233975,1.3134825485516837,-0.602408674786843
4336.01,1.09,0.38,-0.38,nan,nan,nan
4337.01,0.93,0.24,-0.08,0.7638833201078712,0.8817130598963541,-0.40928985245723976
4338.01,75.04,22.09,-51.56,nan,nan,nan
4339.01,0.85,0.07,-0.07,0.5773541258404986,0.4024135857828989,-0.23716947468750454
4340.01,1.15,0.35,-0.12,1.6118154535065905,1.8604395436973737,-0.9373200739893114
4341.01,1.25,0.35,-0.23,1.9426179054533255,2.0722167815108095,-1.1296918359425736
4342.01,0.91,0.26,-0.09,0.6744953795172791,0.9042326048964827,-0.3922397304599359
4343.01,1.73,0.25,-0.36,4.014834686964135,3.1613216563008635,-1.7686604409447613
4344.01,3.87,1.72,-1.37,nan,nan,nan
4345.01,26.6,9.95,-12.16,71688.16228349424,32445.607708012,-71269.887713449
4346.01,1.21,0.1,-0.12,1.8445512318570048,1.2856450524039413,-0.6879405812065984
4347.01,0.99,0.25,-0.09,1.0212666244028048,0.9620652675893273,-0.5569279739319171
4348.01,2.39,1.02,-0.27,6.4692189770198,6.094207660864223,-3.1380581895292745
4349.01,3.52,1.89,-0.95,nan,nan,nan
4350.01,1.62,0.28,-0.84,nan,nan,nan
4351.01,24.39,2.48,-1.63,63299.37171487611,11425.20497442611,-12913.205927107752
4352.01,23.5,1.65,-2.49,59480.60474355629,10735.937542303342,-20196.648809049475
4353.01,3.92,1.2,-0.51,14.082362092455849,12.98241187437337,-6.906205749190851
4354.01,18.36,5.97,-2.56,9389.936658454726,50090.66808510156,-9211.233127732268
4355.01,1.68,0.0,0.0,3.932417857960082,2.404000504391838,-1.3885679033198546
4355.02,0.94,0.0,0.0,0.8129260695107517,0.4179411656250186,-0.26477672526118334
4355.03,1.31,0.0,0.0,2.200064611829813,1.572560434145355,-0.5882491583232223
4355.04,1.35,0.0,0.0,2.4404812506514473,1.5743534363126876,-0.7251842060572922
4355.05,1.99,0.0,0.0,4.838823038558082,3.6325919293839677,-1.8974673361267045
4356.01,1.74,0.14,-0.2,3.932417857960082,2.8108105101565237,-1.3885679033198546
4357.01,2.97,0.78,-0.26,9.015295781181866,8.133286762306941,-4.275804466603501
4358.01,2.4,0.75,-0.24,6.604802868019469,5.200688937470696,-3.3420244002042803
4359.01,0.81,0.17,-0.24,0.49415006731122363,0.6867011868716795,-0.34265363607125066
4360.01,1.05,0.14,-0.06,1.1566106506504064,0.9982908690352181,-0.453546433241621
4361.01,3.39,0.91,-0.49,10.865558441805874,10.235697652350257,-5.033635031732581
4362.01,1.34,0.55,-0.14,2.4404812506514473,2.3983417879066344,-1.4808262844456244
4363.01,7.45,1.99,-1.22,45.457401317758645,2604.105133562626,-24.789313398852546
4364.01,1.22,0.24,-0.13,1.8636801147767077,1.6085748824272565,-0.8633781286002886
4365.01,1.68,0.96,-0.44,nan,nan,nan
4365.02,1.76,1.0,-0.47,nan,nan,nan
4365.03,1.64,0.93,-0.44,nan,nan,nan
4366.01,1.0,0.18,-0.08,0.9596549662058229,0.9040251485708848,-0.4337795328856404
4367.01,4.9,0.83,-1.25,22.225507326031227,17.91256919246264,-11.359948884225354
4368.01,2.37,0.46,-0.93,6.33641836235192,7.033603953202092,-3.333416817916071
4368.02,58.67,20.57,-27.39,nan,nan,nan
4369.01,0.0,0.0,0.0,nan,nan,nan
4370.01,1.52,0.2,-0.14,3.2627784678151888,2.3321661992463736,-1.2378792929693994
4371.01,1.99,0.64,-0.21,4.642198679713949,4.373097101467917,-2.0450339314031654
4372.01,1.06,0.12,-0.07,1.1687309524166547,1.0313336594131581,-0.4205286866687039
4373.01,0.86,0.21,-0.07,0.5481493442495684,0.6327019099333346,-0.2773630825998235
4374.01,0.86,0.17,-0.07,0.5773541258404986,0.5792565248099077,-0.2950984767831554
4375.01,2.48,0.24,-0.14,6.604802868019469,5.448112083887427,-2.753109980186866
4376.01,19.96,1.64,-1.64,43129.51813498096,12762.70077353171,-42978.137936937215
4377.01,2.49,0.51,-0.42,6.33641836235192,5.969105306754476,-2.864163365147956
4378.01,2.15,0.88,-0.21,5.257409090923838,5.6081493508820355,-2.5502391729332756
4379.01,0.84,0.26,-0.12,0.49415006731122363,0.7888516191112651,-0.307734368821953
4380.01,1.7,0.51,-0.56,3.772625045975168,4.187720715377621,-2.1608095924685773
4381.01,1.26,0.18,-0.13,2.0248991748457894,1.7477258711293784,-0.8440479206628864
4382.01,0.89,0.25,-0.1,0.6815635208447799,0.8019219023831707,-0.39930787178743665
4382.02,0.79,0.38,-0.09,nan,nan,nan
4383.01,0.94,0.3,-0.13,0.7638833201078712,1.1388563785904402,-0.47571206991045656
4383.02,0.77,0.25,-0.1,0.3933424067419109,0.5466126899999273,-0.24800199493525235
4384.01,2.15,0.61,-0.41,5.594944667061562,4.829094536475128,-2.5919431226257132
4385.01,1.6,0.09,-0.1,3.619325374771397,2.5870185139381263,-1.3731511287520233
4385.02,2.96,0.17,-0.19,9.397146467691957,6.716884881244717,-4.353370874717294
4385.03,1.45,0.08,-0.09,2.8809753309170802,2.376433760006758,-0.9782356322187689
4386.01,1.62,0.24,-0.14,3.619325374771397,2.849893602248403,-1.419260762941584
4387.01,0.84,0.24,-0.13,0.5596376276430156,0.7233640587794731,-0.37322192915374497
4388.01,25.76,7.21,-15.63,70216.54228585963,38327.90401902275,-69910.1051875205
4388.02,2.47,0.69,-1.5,nan,nan,nan
4389.01,1.27,0.34,-0.19,2.1549015196856245,2.029984979071743,-1.234241892002872
4390.01,103.99,36.36,-48.47,nan,nan,nan
4391.01,1.62,0.46,-0.2,3.4009762849590546,2.6779633087051593,-1.5372961701823469
4392.01,2.86,0.26,-0.28,8.47141496794205,6.6704782851014865,-3.427639374967386
4393.01,0.92,0.19,-0.08,0.7482022657479508,0.7048300569194301,-0.40088791952271846
4394.01,2.94,0.64,-1.18,9.204241136852685,8.303746700325272,-5.019354638095318
4395.01,1.12,0.16,-0.09,1.4834854232279506,1.168111506679096,-0.600236568281524
4396.01,0.0,0.0,0.0,nan,nan,nan
4396.02,0.0,0.0,0.0,nan,nan,nan
4396.03,0.0,0.0,0.0,nan,nan,nan
4396.04,0.0,0.0,0.0,nan,nan,nan
4397.01,1.42,0.37,-0.13,2.8218344522193743,2.6582567690927124,-1.2431064678056125
4398.01,1.6,0.34,-0.14,3.4009762849590546,2.5531743786294774,-1.3336386472968331
4399.01,1.42,0.16,-0.07,2.8218344522193743,2.1184021352936973,-1.0338845108212986
4400.01,0.84,0.26,-0.11,0.5258754333201825,0.7307886977989406,-0.34703468991851427
4401.01,1.35,0.63,-0.13,2.2461742460193737,2.694062341493698,-1.362925391072947
4402.01,2.37,0.94,-0.19,6.206343888709523,6.099179780396873,-3.1404045096573205
4403.01,1.27,0.37,-0.12,1.9426179054533255,1.9897999525067567,-0.9829629392475026
4404.01,1.47,0.59,-0.11,2.8809753309170802,2.713969336144482,-1.5710840985660603
4405.01,1.39,0.45,-0.15,2.5971647483107834,2.3430718392022882,-1.3405006171916602
4406.01,20.48,6.59,-2.2,46374.504175328984,19605.967431514626,-46167.876167188675
4407.01,0.6,0.09,-0.07,0.14838650108300547,0.12239976056673943,-0.06707309334396286
4408.01,0.89,0.14,-0.07,0.660649287537902,0.5960148435812211,-0.31333494131266965
4409.01,1.06,0.18,-0.18,1.1566106506504064,1.2337722169777965,-0.6307352173302239
4410.01,1.47,0.49,-0.17,2.7639076219363186,2.831037045125244,-1.4540163895852987
4411.01,1.81,0.38,-0.56,4.098978833346053,4.028202315069801,-2.031641195683832
4412.01,1.17,0.21,-0.41,1.6455963800042253,2.0495839347295544,-1.0974470357546569
4413.01,101.71,31.23,-10.38,nan,nan,nan
4414.01,1.24,0.42,-0.17,1.9426179054533255,2.156360927892728,-1.2248186508541878
4415.01,1.21,0.38,-0.1,1.6455963800042253,1.5502035255470794,-0.8657033571520386
4416.01,6.33,1.09,-1.92,33.30308643039165,39.94373596199346,-17.843844698089335
4417.01,14.0,4.19,-1.4,1364.6187427957038,21074.148776081904,-1222.3711109171525
4417.02,22.24,6.66,-2.22,52520.315621967966,19167.846661526273,-52226.330518154544
4418.01,3.19,1.16,-0.26,9.795170771832296,10.448641080768006,-4.956347733274215
4419.01,1.22,0.08,-0.08,1.7879499413980757,1.3422463428628704,-0.5823500416209086
4420.01,0.67,0.19,-0.13,0.2246748987019591,0.3234744455476093,-0.13991739092213462
4421.01,0.61,0.12,-0.08,0.1680515190298241,0.16514979596865484,-0.0832940112499996
4421.02,0.62,0.12,-0.08,0.16460174478314776,0.1755829063698463,-0.08328833704410515
4422.01,3.3,2.06,-0.54,nan,nan,nan
4422.02,3.92,2.45,-0.63,14.52660622377184,18.092831938721577,-8.81440097694282
4423.01,3.21,0.97,-0.32,9.795170771832296,9.227358815526266,-4.645686170914962
4424.01,0.97,0.33,-0.11,0.9206596276827527,1.146678009979469,-0.5874583126842737
4425.01,0.77,0.21,-0.06,0.3658188646221137,0.43041939727321005,-0.19064937747808192
4426.01,2.14,1.13,-0.55,nan,nan,nan
4427.01,1.59,0.12,-0.14,3.4009762849590546,2.5531743786294774,-1.2009116731292417
4428.01,1.28,0.35,-0.11,2.1549015196856245,1.8599331672785104,-1.112230873688173
4429.01,1.41,0.45,-0.56,nan,nan,nan
4430.01,1.58,0.24,-0.14,3.2627784678151888,2.5691449422581036,-1.1954408301529673
4431.01,0.97,0.18,-0.12,0.9303073622122955,0.8576425791857802,-0.47550069054992194
4431.02,1.87,1.1,-0.42,nan,nan,nan
4432.01,2.09,0.61,-0.15,5.257409090923838,4.139737376768119,-2.376433760006758
4433.01,0.64,0.18,-0.09,0.1903226563205605,0.2837477471171098,-0.10900924858151789
4434.01,0.86,0.08,-0.08,0.583341565650068,0.41696042052635107,-0.24315691449707394
4435.01,1.01,0.29,-0.11,1.0212666244028048,1.178797987427008,-0.6439075875662503
4435.02,0.81,0.33,-0.07,0.44547036603315127,0.7853968691026191,-0.284247578270976
4436.01,1.22,0.39,-0.13,1.9027396986983114,1.7924406160354682,-1.0727760733418137
4437.01,2.11,1.1,-1.1,nan,nan,nan
4438.01,6.54,1.96,-3.19,nan,nan,nan
4439.01,15.89,4.76,-1.71,1768.2406600014774,40914.00364027189,-1581.9679859536748
4440.01,2.86,1.65,-0.48,8.29751312309095,9.952040752218776,-4.825258125886985
4441.01,1.72,0.2,-0.14,3.772625045975168,2.696593931044632,-1.2809954349033288
4442.01,2.53,0.42,-0.78,6.956699348851232,6.693536027156379,-3.337373974079835
4443.01,1.22,0.39,-0.24,1.7879499413980757,1.984675104577092,-1.167156747380968
4444.01,1.14,0.06,-0.1,1.4834854232279506,1.1136793250828327,-0.48318343705153155
4445.01,2.1,0.33,-0.15,5.149484600917335,4.054756535935351,-2.0192883166563886
4446.01,2.99,0.83,-0.45,8.648961501411774,8.859026335766183,-3.909470186833409
4447.01,0.98,0.08,-0.1,0.9206596276827527,0.7946374169114024,-0.37251028343318426
4448.01,1.5,0.81,-0.4,nan,nan,nan
4449.01,1.68,0.6,-0.16,3.6951803147337796,3.480976028531219,-1.7924406160354682
4450.01,2.33,0.28,-0.19,6.078939593664214,4.563569845641136,-2.5339120029313724
4451.01,1.32,0.16,-0.11,2.2461742460193737,1.7686604409447613,-0.8521855268373157
4452.01,1.23,0.19,-0.21,1.8636801147767077,1.6813474759561338,-0.8839124031533102
4453.01,1.62,0.58,-0.13,3.4722549972039642,3.4123000354290713,-1.6468326482666622
4453.02,0.64,0.16,-0.07,0.19838393780686853,0.18688390636793356,-0.1062944176126183
4454.01,2.06,0.87,-0.2,5.096630096945999,4.497464671137303,-2.5527801423057714
4455.01,2.18,0.36,-1.07,nan,nan,nan
4456.01,1.81,0.28,-0.33,4.014834686964135,3.4652739938269876,-1.673521778977157
4457.01,1.56,0.46,-0.25,3.130196284260946,2.948743309403268,-1.4501109866596344
4458.01,2.66,0.7,-0.31,7.32655644610555,6.609764782292397,-3.053961802530538
4459.01,2.11,0.88,-0.18,5.257409090923838,4.743051897697976,-2.4935014689875197
4460.01,2.02,0.3,-0.29,5.043775592974663,3.9715201882072027,-2.221941140755289
4461.01,0.89,0.28,-0.09,0.660649287537902,0.8856704498419756,-0.39542174667322333
4462.01,2.35,1.24,-0.44,nan,nan,nan
4463.01,1.52,0.24,-0.19,3.1957999055513047,2.6361235045219877,-1.407849964153229
4464.01,1.23,0.08,-0.11,1.8445512318570048,1.3512486736943,-0.6136839967212344
4465.01,1.16,0.8,-0.17,nan,nan,nan
4466.01,2.29,0.71,-0.26,6.206343888709523,5.119434722353559,-2.9435654208943345
4467.01,1.42,0.31,-0.13,2.7071699179905626,2.6604255777615236,-1.1284419335768008
4468.01,82.71,11.66,-46.69,nan,nan,nan
4469.01,0.68,0.07,-0.06,0.24922671580909017,0.1781420737854591,-0.09773028456911717
4470.01,1.01,0.27,-0.24,0.9797677116233975,1.4106151560048055,-0.6601059483724281
4471.01,1.56,0.08,-0.14,3.36606853622479,2.3461367106042292,-1.2554029973244165
4472.01,0.61,0.05,-0.06,0.16122278776217527,0.09856014215660694,-0.061166993865579666
4473.01,1.25,0.36,-0.44,nan,nan,nan
4474.01,1.63,0.22,-0.2,3.4722549972039642,2.9969639798158356,-1.3615894583035906
4475.01,1.32,0.26,-0.11,2.2231194289245932,1.87585940442146,-0.9132281965735733
4476.01,0.81,0.2,-0.13,0.45480667166237354,0.6320271955584047,-0.2683909731731029
4477.01,1.22,0.33,-0.11,1.8832099067375094,1.8894151392376584,-0.9625502790547568
4477.02,1.62,0.44,-0.15,3.4722549972039642,3.2709733709126416,-1.5296370917506388
4478.01,1.19,0.11,-0.13,1.6800852976013116,1.2612704048300656,-0.6374146516038601
4479.01,29.15,9.06,-3.04,77889.6010657123,24106.503048092025,-20825.975756652573
4480.01,1.75,0.33,-0.23,4.014834686964135,3.0140089781052932,-1.673521778977157
4481.01,1.08,0.32,-0.13,1.365372813706438,1.4564616385129363,-0.78203124805637
4482.01,0.78,0.14,-0.1,0.4057944823276536,0.40713158718309816,-0.21547182600709308
4483.01,0.91,0.29,-0.07,0.6815635208447799,0.8647562165350977,-0.40510203702151687
4484.01,0.98,0.29,-0.12,0.9303073622122955,1.1803581766880782,-0.5682822150594062
4485.01,2.11,0.85,-0.2,5.367595495752086,5.056443707784604,-2.6036878738157676
4486.01,3.05,1.73,-0.36,9.397146467691957,10.024063174750868,-5.624521421716789
4487.01,0.72,0.07,-0.02,0.30037699390135936,0.16396165656952838,-0.10606549651961378
4488.01,1.41,0.81,-0.3,nan,nan,nan
4489.01,0.63,0.13,-0.09,0.17884074340166825,0.17575272424896318,-0.09230686157467596
4490.01,1.76,0.61,-0.16,4.014834686964135,3.7821004967235883,-2.0315027949720026
4491.01,2.09,0.35,-0.35,5.367595495752086,4.42757527608021,-2.486620164835006
4492.01,51.53,17.93,-5.99,151264.05402556414,46815.58679903441,-40444.69966320241
4493.01,0.53,0.03,-0.04,0.10215279415300217,0.05576040007255868,-0.03875617969418618
4494.01,2.4,1.14,-0.22,nan,nan,nan
4495.01,1.39,0.42,-0.14,2.491629611071839,2.6578549898454957,-1.4047957438510608
4496.01,2.41,0.74,-0.24,6.604802868019469,5.448112083887427,-3.2038265830604145
4497.01,1.09,0.25,-0.08,1.3513585757006497,1.0891226749507976,-0.6627269135283691
4498.01,22.42,2.72,-1.07,55892.21890851267,10088.252698330944,-55499.178287395494
4499.01,1.04,0.29,-0.1,1.1096120673576817,1.3820175437141573,-0.5945318445616347
4500.01,1.37,0.22,-0.14,2.491629611071839,2.055273664317971,-1.0081441878438884
4500.02,2.09,0.35,-0.21,5.257409090923838,4.139737376768119,-2.254407546487989
4500.03,1.7,0.28,-0.17,3.6951803147337796,3.0480480533828263,-1.3047974471055768
4501.01,1.62,0.47,-0.26,3.3311607874905254,3.0052575748613948,-1.5432108460924496
4502.01,1.67,0.09,-0.14,3.932417857960082,2.672385010059387,-1.3885679033198546
4503.01,1.54,0.47,-0.15,3.130196284260946,2.7017271258123463,-1.4845999042567208
4504.01,1.44,0.33,-0.14,2.8218344522193743,2.435574638704464,-1.176238072215149
4504.02,1.5,0.34,-0.15,3.0659393790522027,2.414151842259884,-1.314692608787541
4505.01,1.05,0.18,-0.12,1.1566106506504064,1.0895635953689673,-0.585243964619477
4506.01,1.11,0.19,-0.09,1.3373443376948613,1.2065056169453663,-0.5574513148426746
4507.01,10.38,0.0,0.0,2649.5625348803846,12480.713344504013,-2547.4881158129924
4508.01,1.02,0.06,-0.1,1.0645232596928067,0.7608990892444953,-0.4038739721549047
4509.01,0.97,0.08,-0.09,0.9017602574665806,0.7438361225376446,-0.3758848241463981
4510.01,1.31,0.21,-0.29,2.1549015196856245,2.029984979071743,-1.0903782599928178
4511.01,2.12,1.04,-0.25,5.257409090923838,5.166630112612852,-2.9160961829368603
4512.01,0.98,0.13,-0.13,0.9303073622122955,0.8576425791857802,-0.42580074504523924
4513.01,0.94,0.11,-0.04,0.7880656423737552,0.6059230768083027,-0.30405952488247395
4514.01,1.48,0.54,-0.25,2.8809753309170802,3.1979642627471336,-1.65010809578131
4515.01,2.2,0.95,-0.2,5.712205246829019,5.381076927417738,-3.168355292188792
4516.01,1.65,0.34,-0.47,3.582176482752119,3.3023785498809164,-1.9020911851508076
4517.01,0.5,0.04,-0.06,0.079644199977357,0.04868879753708846,-0.03222502933255352
4518.01,0.52,0.13,-0.04,0.09401956082397411,0.08856938215878823,-0.049461125724563015
4519.01,5.97,1.14,-1.94,30.651550809060733,35.379582120747344,-16.715229580662786
4520.01,1.69,0.29,-0.35,3.772625045975168,3.111929986657868,-1.7477258711293784
4521.01,1.92,0.14,-0.22,4.739491314578365,3.558021808512584,-1.917656862358991
4522.01,1.06,0.34,-0.12,1.13286766005395,1.5187292698530965,-0.6685290095830623
4523.01,1.03,0.17,-0.14,1.1096120673576817,1.0904525444721311,-0.5614627231081133
4524.01,1.53,0.23,-0.12,3.130196284260946,2.3498949370511406,-1.1875783788076206
4524.02,1.02,0.15,-0.08,1.0868338672207782,1.0238316716795954,-0.4660406732036707
4524.03,1.2,0.18,-0.09,1.825422348937302,1.6468326482666622,-0.7158102815796203
4525.01,2.53,1.12,-0.19,6.884555032633036,7.343847923880715,-3.2652296578616387
4526.01,2.72,0.46,-0.5,7.558493895733195,6.968112328038645,-3.4595150623871413
4526.02,2.09,0.35,-0.38,5.367595495752086,4.226499272331216,-2.23739921149114
4527.01,0.79,0.24,-0.11,0.4100027661681042,0.6545204935247024,-0.25533122589363355
4528.01,10.63,1.98,-1.49,1644.3338226925864,14457.334295292234,-1576.918788868166
4529.01,0.87,0.29,-0.18,nan,nan,nan
4530.01,1.1,0.16,-0.07,1.365372813706438,1.0751084369450092,-0.5354091883499402
4531.01,2.38,1.0,-0.21,nan,nan,nan
4532.01,0.64,0.17,-0.12,0.18641569848927064,0.2590546675438806,-0.11311263550273756
4533.01,0.14,0.0,0.0,0.0008480088807162019,0.00038380344257985,-0.00025198417186264284
4534.01,1.24,0.67,-0.66,nan,nan,nan
4535.01,0.88,0.11,-0.1,0.6207931940171075,0.5848067057600596,-0.28060854286411346
4535.02,0.78,0.17,-0.08,0.4057944823276536,0.477454372618773,-0.21547182600709308
4536.01,0.48,0.1,-0.08,0.06746679663723518,0.07489005624328843,-0.038038185268829836
4537.01,0.69,0.08,-0.05,0.2597829299187822,0.16758585967576706,-0.10186973569322136
4538.01,1.73,0.47,-0.64,3.6951803147337796,4.101754868953943,-2.2116948915058288
4539.01,1.46,0.45,-0.2,2.8218344522193743,2.773110214842188,-1.4278457330373164
4540.01,0.64,0.11,-0.04,0.19838393780686853,0.1348173771916104,-0.08739433881477487
4541.01,2.08,0.32,-0.32,5.257409090923838,4.336685677159464,-2.254407546487989
4541.02,1.98,0.31,-0.3,4.940236587513072,3.8899925224977174,-2.0592612565959914
4542.01,0.75,0.09,-0.08,0.34018465115299407,0.28060854286411346,-0.13764292145575385
4543.01,2.5,0.0,0.0,7.028843665069428,5.797891151731414,-2.929864831723375
4544.01,372.86,102.6,-44.12,nan,nan,nan
4545.01,0.85,0.08,-0.06,0.5481493442495684,0.3918057524922698,-0.20796469309657434
4546.01,72.36,16.6,-30.84,nan,nan,nan
4547.01,16.3,5.08,-2.03,1901.2798523180397,44473.224323010945,-1711.1032179894014
4548.01,1.61,0.26,-0.11,3.5450275907328415,2.661316297976682,-1.2988533447134678
4549.01,1.16,0.35,-0.11,1.5463197373798776,1.7164587304353112,-0.8718243578625985
4550.01,1.84,0.05,-0.12,4.362141002802925,3.1179676779881973,-1.540306550583551
4551.01,1.25,0.42,-0.14,1.9426179054533255,1.9897999525067567,-1.0952596458892436
4552.01,2.48,2.95,-0.22,nan,nan,nan
4553.01,0.99,0.21,-0.21,0.9797677116233975,1.2202969002064155,-0.5864253048814866
4554.01,2.61,0.31,-0.69,7.32655644610555,6.043465869448462,-3.311721759141415
4555.01,1.39,0.35,-0.11,2.5971647483107834,2.3430718392022882,-1.2031760291287255
4556.01,0.91,0.16,-0.2,0.7328431132536252,0.9472421843476865,-0.4261707254655234
4557.01,0.83,0.28,-0.09,0.49415006731122363,0.6624605833391828,-0.32257647259971267
4558.01,1.13,0.35,-0.28,1.5304482533316028,2.014579337401239,-1.1030794637370536
4559.01,1.42,0.39,-0.21,2.8218344522193743,2.773110214842188,-1.4278457330373164
4560.01,40.12,14.93,-4.01,113141.94064609917,31975.536535893552,-33619.90524504981
4561.01,1.85,0.56,-0.37,4.272594643575012,4.198820324367038,-2.161929104674638
4562.01,0.72,0.12,-0.05,0.30037699390135936,0.24777235034820905,-0.1357752491182116
4562.02,0.68,0.1,-0.05,0.24411057100572559,0.18325821858882368,-0.09572406992272012
4563.01,1.7,0.27,-0.33,3.851692887832603,3.1771507772368253,-1.6967913681469784
4564.01,1.37,0.66,-0.12,2.415432059139825,2.841977031784013,-1.6515487390319539
4565.01,0.91,0.21,-0.27,0.6886316621722806,1.1750484526044271,-0.4592479574947968
4566.01,1.4,0.26,-0.1,2.7071699179905626,2.233066669522509,-1.0615735379863374
4567.01,8.1,2.69,-0.89,68.82793894175482,8754.62632004132,-42.318752694464806
4567.02,1.11,0.37,-0.12,1.4232043656500057,1.642735013402197,-0.8518376796190764
4568.01,1.24,0.23,-0.43,1.8445512318570048,2.17028345510713,-1.2107472621883173
4568.02,0.0,0.0,0.0,nan,nan,nan
4569.01,238.66,76.25,-90.53,nan,nan,nan
4570.01,2.13,0.33,-0.36,5.480091221312087,4.31507955052021,-2.414151842259884
4571.01,3.71,0.4,-0.92,13.650235376007611,10.748334133878753,-7.045432507988142
4572.01,0.9,0.19,-0.08,0.7177992545991377,0.6761894645829202,-0.3704849083739054
4573.01,0.93,0.29,-0.1,0.8473582595640818,0.9780640893732202,-0.5469812656627224
4574.01,32.01,10.09,-4.03,86401.14931147115,26740.791334628026,-25673.931667842662
4575.01,1.98,0.42,-0.52,4.642198679713949,4.951896088369353,-2.2017174290625015
4576.01,1.53,0.58,-0.11,3.130196284260946,2.823954379327586,-1.615619514977618
4577.01,1.83,0.52,-0.14,4.272594643575012,3.5243405401127115,-1.8321133929235645
4577.02,0.79,0.23,-0.06,0.42736878959454927,0.4932908380882034,-0.24477984661178692
4578.01,1.05,0.33,-0.12,1.1212398637058159,1.269143003922387,-0.6938710741112666
4579.01,1.08,0.45,-0.09,1.2830016864224887,1.7199998580133604,-0.8281950147601151
4580.01,1.23,0.31,-0.47,nan,nan,nan
4581.01,0.73,0.22,-0.12,0.30667238778810174,0.44152987795984905,-0.20661659389150613
4582.01,0.35,0.05,-0.02,0.022473238750819614,0.013738539301699187,-0.008812522410276863
4583.01,2.05,0.52,-0.15,4.838823038558082,4.75527172952522,-1.9578477076410015
4584.01,0.82,0.14,-0.08,0.4740704034376703,0.40917845150875626,-0.2142874735188881
4585.01,1.21,0.24,-0.3,1.7512467702646617,1.943933544469118,-0.9873634501567905
4586.01,2.83,0.41,-0.63,8.127181148415854,7.014712104627682,-3.6736170461089426
4587.01,1.12,0.32,-0.11,1.393988719182058,1.7362075650788882,-0.7731955251649504
4588.01,0.93,0.27,-0.22,nan,nan,nan
4589.01,1.73,0.27,-0.63,3.772625045975168,4.187720715377621,-2.0573280013810127
4590.01,1.75,0.26,-0.17,3.932417857960082,3.096425807109346,-1.5420349903318793
4591.01,0.89,0.26,-0.08,0.6744953795172791,0.7487089861327266,-0.4037091178675342
4592.01,1.04,0.31,-0.1,1.1687309524166547,1.2216519152115481,-0.6745808851054311
4593.01,1.21,0.35,-0.12,1.7512467702646617,1.7937808204681798,-0.9383207007539099
4594.01,0.35,0.03,-0.04,0.022944239835189197,0.012524180108619064,-0.009283523494646445
4595.01,1.09,0.13,-0.07,1.365372813706438,1.0751084369450092,-0.5691345518111143
4596.01,0.68,0.19,-0.07,0.24922671580909017,0.2876701773942657,-0.1449329718201106
4597.01,0.78,0.18,-0.05,0.41859573087608015,0.4465217250161081,-0.21180906900082827
4598.01,17.8,5.02,-1.67,2291.49080085773,50228.82482111023,-2123.5682166485344
4598.02,18.2,5.13,-1.71,4314.055392280371,51578.16351623229,-4127.782718232568
4599.01,2.4,0.63,-0.2,6.33641836235192,5.969105306754476,-2.9354420773928656
4600.01,1.29,0.29,-0.44,2.0248991748457894,2.337241827957136,-1.3642498873078874
4601.01,0.98,0.32,-0.11,0.9399550967418382,1.1707104421585355,-0.5926407505166058
4602.01,1.23,0.14,-0.13,1.9027396986983114,1.5695152985056529,-0.7698720386443614
4603.01,1.17,0.42,-0.13,1.6800852976013116,1.9392400771700853,-1.0194360100634097
4604.01,118.8,74.01,-21.58,nan,nan,nan
4605.01,0.68,0.22,-0.07,0.2390994508084271,0.35646796768935307,-0.1390436569118315
4606.01,0.76,0.05,-0.07,0.36202514715288925,0.24602435739567985,-0.12783394788872207
4607.01,0.94,0.18,-0.07,0.7798930228521866,0.766426714527691,-0.3612972919761065
4608.01,24.75,6.58,-5.38,64626.0195135399,18264.240796330836,-63923.4947108254
4609.01,1.56,0.61,-0.24,3.3311607874905254,3.5533942451425102,-1.9371720683084674
4610.01,0.76,0.19,-0.07,0.3773590368365545,0.4188792250587693,-0.20930751780673038
4611.01,0.77,0.17,-0.12,0.39746430261455695,0.4676531532776313,-0.22589070790304602
4612.01,1.62,0.46,-0.15,3.4722549972039642,3.4123000354290713,-1.6843050558058885
4613.01,0.81,0.22,-0.12,0.45480667166237354,0.6548053956953082,-0.28323307695086264
4614.01,1.38,0.44,-0.26,nan,nan,nan
4615.01,1.1,0.36,-0.12,1.4232043656500057,1.5181513367813715,-0.8151548611014366
4616.01,0.0,0.0,0.0,nan,nan,nan
4617.01,1.52,0.25,-0.4,3.0659393790522027,2.7659840310210897,-1.519619641672325
